category,closing_1,closing_2,id,latitude,longitude,name,opening_1,opening_2,price_range,rating,reviews,url
active,1:00 PM,0,arts-of-flesh-traci-joy-burleigh-san-francisco,37.735855,-122.417328,Arts Of Flesh - Traci Joy Burleigh,8:00 AM,0,None,5,12,http://www.yelp.com/biz/arts-of-flesh-traci-joy-burleigh-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,12:00 AM,0,cha-cha-cha-san-francisco,37.75971006,-122.4189119,Cha Cha Cha,4:00 PM,0,$$,3.5,1704,http://www.yelp.com/biz/cha-cha-cha-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,cirque-du-soleil-ovo-san-francisco-2,37.76480865,-122.3945999,Cirque Du Soleil - Ovo,,,None,4,123,http://www.yelp.com/biz/cirque-du-soleil-ovo-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 PM,0,uforia-studios-san-francisco-2,37.790351,-122.420005,Uforia Studios,8:30 AM,0,None,4.5,39,http://www.yelp.com/biz/uforia-studios-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,5:00 PM,0,vie-winery-san-francisco,37.8187454,-122.36904,VIE Winery,12:00 PM,0,$$,3.5,27,http://www.yelp.com/biz/vie-winery-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,halu-san-francisco,37.78261878,-122.4664959,Halu,5:00 PM,0,$$,4,693,http://www.yelp.com/biz/halu-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:30 PM,0,sotto-mare-san-francisco,37.79962063,-122.4083698,Sotto Mare,11:30 AM,0,$$,4.5,2162,http://www.yelp.com/biz/sotto-mare-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,mission-playground-san-francisco,37.75937922,-122.4213659,Mission Playground,,,None,4.5,13,http://www.yelp.com/biz/mission-playground-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,san-francisco-international-dragon-boat-festival-san-francisco,37.823912,-122.370832,San Francisco International Dragon Boat Festival,,,None,4.5,24,http://www.yelp.com/biz/san-francisco-international-dragon-boat-festival-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,10:00 PM,0,brasserie-s-and-p-san-francisco,37.7925324,-122.4007072,Brasserie S&P,7:00 AM,0,$$$,3.5,41,http://www.yelp.com/biz/brasserie-s-and-p-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,dasi-healing-san-francisco,37.77418518,-122.4491577,Dasi Healing,12:00 AM,0,None,5,3,http://www.yelp.com/biz/dasi-healing-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,san-francisco-ballet-san-francisco,37.7787907,-122.4218039,San Francisco Ballet,12:00 AM,0,None,4.5,228,http://www.yelp.com/biz/san-francisco-ballet-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,st-marys-pub-san-francisco,37.73549808,-122.4244994,St Marys Pub,12:00 PM,0,$,4,49,http://www.yelp.com/biz/st-marys-pub-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-dubliner-san-francisco-5,37.7375818,-122.46962,The Dubliner,10:00 AM,0,$$,4,111,http://www.yelp.com/biz/the-dubliner-san-francisco-5?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,7:00 PM,0,mission-cliffs-climbing-and-fitness-san-francisco,37.76047513,-122.4125889,Mission Cliffs Climbing & Fitness,9:00 AM,0,None,4,419,http://www.yelp.com/biz/mission-cliffs-climbing-and-fitness-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,11:00 PM,0,the-lost-church-san-francisco,37.765781,-122.418411,The Lost Church,7:30 PM,0,$$,5,16,http://www.yelp.com/biz/the-lost-church-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,macho-tequilas-homestyle-sparks,39.54719514,-119.7724611,Macho Tequila's Homestyle,10:00 AM,0,$$,4.5,162,http://www.yelp.com/biz/macho-tequilas-homestyle-sparks?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,7:00 PM,0,new-people-cinema-san-francisco,37.78575516,-122.4305954,New People Cinema,12:00 PM,0,None,4.5,32,http://www.yelp.com/biz/new-people-cinema-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,san-francisco-fog-rugby-san-francisco,37.824131,-122.3726501,San Francisco Fog Rugby,,,None,5,1,http://www.yelp.com/biz/san-francisco-fog-rugby-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,12:00 AM,0,buckshot-bar-and-gameroom-san-francisco-2,37.7814789,-122.4608536,Buckshot Bar and Gameroom,12:00 AM,0,$,4,644,http://www.yelp.com/biz/buckshot-bar-and-gameroom-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,1:00 PM,0,carlitos-cocina-mexican-restaurant-sparks,39.530399,-119.766418,Carlitos Cocina Mexican Restaurant,7:00 AM,0,$,4.5,67,http://www.yelp.com/biz/carlitos-cocina-mexican-restaurant-sparks?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,11:00 AM,0,elevate-group-fitness-ocean-avenue-san-francisco-2,37.7249285,-122.460326,Elevate Group Fitness - Ocean Avenue,8:00 AM,0,None,5,42,http://www.yelp.com/biz/elevate-group-fitness-ocean-avenue-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,local-edition-san-francisco,37.78759,-122.4031601,Local Edition,7:00 PM,0,$$,4,1061,http://www.yelp.com/biz/local-edition-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,7:30 PM,0,sierra-mac-river-trips-groveland,37.82017,-120.104673,Sierra Mac River Trips,8:00 AM,0,None,5,26,http://www.yelp.com/biz/sierra-mac-river-trips-groveland?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,12:00 AM,0,speakeasy-ales-and-lagers-san-francisco,37.73809428,-122.3805214,Speakeasy Ales & Lagers,1:00 PM,0,$,4.5,330,http://www.yelp.com/biz/speakeasy-ales-and-lagers-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,rincon-park-san-francisco,37.79133718,-122.3900127,Rincon Park,,,None,4.5,10,http://www.yelp.com/biz/rincon-park-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,war-memorial-opera-house-san-francisco-2,37.778347,-122.4201431,War Memorial Opera House,,,None,4.5,109,http://www.yelp.com/biz/war-memorial-opera-house-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,lands-end-trail-san-francisco,37.780077,-122.510029,Lands End Trail,,,None,5,615,http://www.yelp.com/biz/lands-end-trail-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,orizaba-shields-rocky-outcrop-park-san-francisco,37.7180748,-122.4627228,Orizaba Shields Rocky Outcrop Park,,,None,4.5,9,http://www.yelp.com/biz/orizaba-shields-rocky-outcrop-park-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,top-chef-tour-san-francisco,37.793869,-122.3948593,Top Chef Tour,,,None,4,1,http://www.yelp.com/biz/top-chef-tour-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,6:00 PM,0,micano-home-and-garden-decor-reno,39.51126862,-119.8055496,Micano Home and Garden Decor,10:00 AM,0,$$,5,27,http://www.yelp.com/biz/micano-home-and-garden-decor-reno?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,treasure-island-music-festival-san-francisco,37.82070065,-122.374692,Treasure Island Music Festival,,,$$,4.5,127,http://www.yelp.com/biz/treasure-island-music-festival-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,chez-maman-san-francisco-9,37.76234559,-122.397163,Chez Maman,10:30 AM,0,$$,4.5,1541,http://www.yelp.com/biz/chez-maman-san-francisco-9?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,soulcycle-san-francisco-4,37.79015109,-122.3979688,SoulCycle,,,None,4.5,62,http://www.yelp.com/biz/soulcycle-san-francisco-4?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,hillstone-san-francisco-4,37.8057126,-122.4052805,Hillstone,11:00 AM,0,$$$,4,1592,http://www.yelp.com/biz/hillstone-san-francisco-4?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,grimaldis-pizzeria-sparks,39.53020938,-119.7224218,Grimaldi's Pizzeria,11:00 AM,0,$$,4,268,http://www.yelp.com/biz/grimaldis-pizzeria-sparks?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,silver-spur-saloon-fernley,39.60765481,-119.2516237,Silver Spur Saloon,,,$,4.5,3,http://www.yelp.com/biz/silver-spur-saloon-fernley?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,4:30 PM,0,sammys-cafe-san-francisco,37.78874193,-122.4206835,Sammy's Cafe,8:00 AM,0,$,4.5,26,http://www.yelp.com/biz/sammys-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,10:30 PM,kitchen-story-san-francisco,37.7643545,-122.4308676,Kitchen Story,8:00 AM,5:00 PM,$$,4,1466,http://www.yelp.com/biz/kitchen-story-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,mint-cafe-san-francisco,37.78051758,-122.419014,Mint Cafe,12:00 AM,0,$,4,33,http://www.yelp.com/biz/mint-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,5:00 AM,0,dna-lounge-san-francisco,37.77098,-122.41271,DNA Lounge,9:00 PM,0,$$,3.5,654,http://www.yelp.com/biz/dna-lounge-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,6:30 PM,0,1am-san-francisco,37.779705,-122.407623,1AM,12:00 PM,0,$$,5,72,http://www.yelp.com/biz/1am-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,in-strength-san-francisco,37.77933,-122.4204,In Strength,,,None,5,15,http://www.yelp.com/biz/in-strength-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,4:00 AM,0,monarch-san-francisco,37.7809639,-122.4083099,Monarch,8:00 PM,0,$$,4,290,http://www.yelp.com/biz/monarch-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,11:00 PM,0,the-crackbirds-south-san-francisco,37.65519006,-122.410253,The Crackbirds,4:00 PM,0,$$,4.5,8,http://www.yelp.com/biz/the-crackbirds-south-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,5:00 PM,0,seward-street-slides-san-francisco,37.75791894,-122.4398138,Seward Street Slides,9:00 AM,0,None,4.5,503,http://www.yelp.com/biz/seward-street-slides-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,11:00 PM,0,bay-view-boat-club-san-francisco,37.77110539,-122.3864984,Bay View Boat Club,3:00 PM,0,None,4.5,25,http://www.yelp.com/biz/bay-view-boat-club-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,2:00 AM,the-crew-san-francisco,37.754786,-122.478164,The Crew,11:30 AM,5:30 PM,$$,4,213,http://www.yelp.com/biz/the-crew-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,7:00 PM,0,grace-yoga-millbrae,37.60597369,-122.3979975,Grace Yoga,7:00 AM,0,None,5,20,http://www.yelp.com/biz/grace-yoga-millbrae?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,san-francisco-dart-association-san-francisco,37.79023743,-122.3980713,San Francisco Dart Association,,,None,4.5,3,http://www.yelp.com/biz/san-francisco-dart-association-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,9:30 PM,0,fiddlers-green-millbrae,37.60152435,-122.3915482,Fiddler's Green,10:00 AM,0,$$,4,206,http://www.yelp.com/biz/fiddlers-green-millbrae?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,limon-rotisserie-san-francisco-7,37.72505,-122.39513,Limon Rotisserie,5:00 PM,0,$$,4,220,http://www.yelp.com/biz/limon-rotisserie-san-francisco-7?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,phillys-cheesesteaks-and-pizza-sparks,39.55831538,-119.4897364,Philly's Cheesesteaks & Pizza,,,None,2,5,http://www.yelp.com/biz/phillys-cheesesteaks-and-pizza-sparks?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,10:30 PM,bistro-central-parc-san-francisco,37.775023,-122.44427,Bistro Central Parc,10:00 AM,5:00 PM,$$$,4.5,758,http://www.yelp.com/biz/bistro-central-parc-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,9:00 PM,0,acrosports-san-francisco-2,37.7659518,-122.4551199,AcroSports,9:00 AM,0,None,4,79,http://www.yelp.com/biz/acrosports-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,mx3-fitness-san-francisco,37.7695885,-122.4069366,MX3 Fitness,12:00 AM,0,None,5,5,http://www.yelp.com/biz/mx3-fitness-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,the-lab-by-napaology-san-francisco-3,37.78994,-122.41272,The Lab By Napaology,4:00 PM,0,$$,4.5,30,http://www.yelp.com/biz/the-lab-by-napaology-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,343-sansome-rooftop-deck-san-francisco,37.7932735,-122.4012213,343 Sansome Rooftop Deck,12:00 AM,0,None,4.5,47,http://www.yelp.com/biz/343-sansome-rooftop-deck-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,death-and-taxes-provisions-and-spirits-reno-3,39.5177846,-119.8082056,DEATH & TAXES Provisions and Spirits,12:00 PM,0,$$,4,104,http://www.yelp.com/biz/death-and-taxes-provisions-and-spirits-reno-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,san-francisco-hash-house-harriers-san-francisco,37.793869,-122.3948593,San Francisco Hash House Harriers,,,None,1,20,http://www.yelp.com/biz/san-francisco-hash-house-harriers-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,5:00 PM,0,soul-groove-san-francisco,37.7817513,-122.4172066,Soul Groove,10:00 AM,0,$$,4,307,http://www.yelp.com/biz/soul-groove-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,remake-lounge-san-francisco,37.78904535,-122.4029101,reMake lounge,,,None,5,2,http://www.yelp.com/biz/remake-lounge-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,6:00 PM,0,body-temp-yoga-san-francisco,37.79986873,-122.443331,Body Temp Yoga,7:00 AM,0,None,5,143,http://www.yelp.com/biz/body-temp-yoga-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,4:00 PM,0,fatchancebellydance-inc-san-francisco,37.76241684,-122.4175797,"FatChanceBellyDance, Inc.",11:00 AM,0,None,5,33,http://www.yelp.com/biz/fatchancebellydance-inc-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,10:00 PM,shabu-house-san-francisco-2,37.7318306,-122.4732819,Shabu House,11:30 AM,5:00 PM,$$,4,320,http://www.yelp.com/biz/shabu-house-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,arab-cultural-and-community-center-san-francisco,37.74901581,-122.4599991,Arab Cultural & Community Center,12:00 AM,0,None,5,4,http://www.yelp.com/biz/arab-cultural-and-community-center-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,3:00 PM,0,westlake-school-for-the-performing-arts-daly-city,37.70293045,-122.4918594,Westlake School For The Performing Arts,9:00 AM,0,None,3.5,13,http://www.yelp.com/biz/westlake-school-for-the-performing-arts-daly-city?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,soul-food-city-san-francisco-2,37.783737,-122.4143007,Soul Food City,5:00 PM,0,$,4,39,http://www.yelp.com/biz/soul-food-city-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,bar-agricole-san-francisco,37.7714653,-122.4128723,Bar Agricole,5:00 PM,0,$$$,3.5,903,http://www.yelp.com/biz/bar-agricole-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:30 PM,0,california-yoga-company-san-francisco,37.7895079,-122.4199183,California Yoga Company,9:00 AM,0,None,4.5,162,http://www.yelp.com/biz/california-yoga-company-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,4:30 PM,0,martin-luther-king-jr-pool-san-francisco,37.7261056,-122.3937107,Martin Luther King Jr Pool,9:30 AM,0,None,4.5,15,http://www.yelp.com/biz/martin-luther-king-jr-pool-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:15 PM,0,avant-barre-san-francisco,37.7801465,-122.3945935,Avant-Barre,8:15 AM,0,None,5,98,http://www.yelp.com/biz/avant-barre-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,8:00 PM,0,phusion-daly-city-2,37.69975729,-122.4637111,Phusion,11:30 AM,0,$,4.5,113,http://www.yelp.com/biz/phusion-daly-city-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,1:30 PM,0,the-lotus-method-san-francisco,37.78990555,-122.398941,The Lotus Method,7:00 AM,0,None,5,14,http://www.yelp.com/biz/the-lotus-method-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,transcendental-meditation-san-francisco,37.78209709,-122.4207998,Transcendental Meditation,12:00 AM,0,None,5,4,http://www.yelp.com/biz/transcendental-meditation-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 PM,0,roli-roti-gourmet-rotisserie-san-francisco,37.79539824,-122.392534,Roli Roti Gourmet Rotisserie,8:00 AM,0,$,4.5,1154,http://www.yelp.com/biz/roli-roti-gourmet-rotisserie-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,5:00 PM,0,the-american-grilled-cheese-kitchen-san-francisco,37.782485,-122.392763,The American Grilled Cheese Kitchen,10:00 AM,0,$$,4,1258,http://www.yelp.com/biz/the-american-grilled-cheese-kitchen-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,kaza-hookah-millbrae,37.5994157,-122.3876277,Kaza Hookah,,,$,4,14,http://www.yelp.com/biz/kaza-hookah-millbrae?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,curry-express-san-francisco,37.72856,-122.47688,Curry Express,10:00 AM,0,$,4,24,http://www.yelp.com/biz/curry-express-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,11:59 PM,0,dj-tasi-oakland,37.7588,-122.14232,DJ Tasi,12:00 AM,0,$$,5,6,http://www.yelp.com/biz/dj-tasi-oakland?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,6:00 PM,0,elite-axis-san-francisco-2,37.7929789,-122.4212424,Elite Axis,6:00 AM,0,None,5,7,http://www.yelp.com/biz/elite-axis-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,allie-barkalow-modern-mystic-sonoma-2,38.293415,-122.470589,Allie Barkalow Modern Mystic,,,None,5,3,http://www.yelp.com/biz/allie-barkalow-modern-mystic-sonoma-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-homestead-san-francisco,37.76039505,-122.4145126,The Homestead,2:00 PM,0,$,4,321,http://www.yelp.com/biz/the-homestead-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,piccolo-forno-san-francisco,37.80136993,-122.411981,Piccolo Forno,11:00 AM,0,$$,4.5,38,http://www.yelp.com/biz/piccolo-forno-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,fresca-san-francisco-2,37.74062,-122.46632,Fresca,5:00 PM,0,$$,4,808,http://www.yelp.com/biz/fresca-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,fritas-shack-san-francisco,37.7278703,-122.4770819,Fritas Shack,12:00 AM,0,$,4.5,29,http://www.yelp.com/biz/fritas-shack-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 PM,0,satori-yoga-studio-san-francisco,37.7899736,-122.4028345,Satori Yoga Studio,9:00 AM,0,$$,4.5,147,http://www.yelp.com/biz/satori-yoga-studio-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,holly-park-san-francisco,37.73692798,-122.4202573,Holly Park,,,None,4.5,48,http://www.yelp.com/biz/holly-park-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,sammys-on-2nd-san-francisco,37.788105,-122.400291,Sammy's on 2nd,12:00 AM,0,$,4,164,http://www.yelp.com/biz/sammys-on-2nd-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,cirque-du-soleil-kooza-san-francisco-2,37.76483917,-122.3947525,Cirque Du Soleil - Kooza,,,None,4,105,http://www.yelp.com/biz/cirque-du-soleil-kooza-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,7:00 PM,0,napa-valley-aloft-balloon-rides-yountville-5,38.40173671,-122.3617094,Napa Valley Aloft Balloon Rides,9:00 AM,0,None,5,119,http://www.yelp.com/biz/napa-valley-aloft-balloon-rides-yountville-5?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,sydney-g-walton-square-san-francisco,37.79722946,-122.3991752,Sydney G. Walton Square,,,None,4,7,http://www.yelp.com/biz/sydney-g-walton-square-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,9:00 PM,0,beer-39-san-francisco,37.81021624,-122.4106228,Beer 39,11:00 AM,0,$$,4,69,http://www.yelp.com/biz/beer-39-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,garaje-san-francisco,37.7816627,-122.3961041,Garaje,5:00 PM,0,$$,4.5,852,http://www.yelp.com/biz/garaje-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
