category,closing_1,closing_2,id,latitude,longitude,name,opening_1,opening_2,price_range,rating,reviews,url
restaurants,8:30 PM,0,jehova-es-mi-pastor-fernley,39.6073914,-119.2527695,Jehova Es Mi Pastor,10:00 AM,0,$,4.5,53,http://www.yelp.com/biz/jehova-es-mi-pastor-fernley?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,tropi-gala-san-francisco,37.7230743,-122.4446561,Tropi-Gala,9:00 PM,0,$$$,3,7,http://www.yelp.com/biz/tropi-gala-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,driftwood-san-francisco,37.7744933,-122.4103337,Driftwood,5:00 PM,0,$$,4,71,http://www.yelp.com/biz/driftwood-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,notorious-san-francisco,37.7920609,-122.4212494,Notorious,,,None,5,8,http://www.yelp.com/biz/notorious-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,9:00 PM,0,the-olympic-club-san-francisco-2,37.78808,-122.4109,The Olympic Club,6:00 AM,0,None,4.5,37,http://www.yelp.com/biz/the-olympic-club-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,caffe-terzetto-express-san-francisco,37.7638588,-122.4583893,Caffe Terzetto Express,12:00 AM,0,$,4.5,19,http://www.yelp.com/biz/caffe-terzetto-express-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-lister-bar-san-francisco,37.71743363,-122.4736801,The Lister Bar,10:00 AM,0,$,3.5,31,http://www.yelp.com/biz/the-lister-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,cafe-bellini-san-francisco-2,37.76349261,-122.4580986,Cafe Bellini,,,$,2.5,24,http://www.yelp.com/biz/cafe-bellini-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,bucket-of-blood-saloon-virginia-city,39.3106162,-119.6494657,Bucket of Blood Saloon,,,$,4,68,http://www.yelp.com/biz/bucket-of-blood-saloon-virginia-city?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,plÃ_j-scandinavian-restaurant-and-bar-san-francisco,37.7787285,-122.4222183,PlÃ_j Scandinavian Restaurant & Bar,5:00 PM,0,$$$,4,457,http://www.yelp.com/biz/pl%C3%A4j-scandinavian-restaurant-and-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,tacos-rodriguez-san-francisco,37.73768976,-122.3791203,Tacos Rodriguez,,,$,4,9,http://www.yelp.com/biz/tacos-rodriguez-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,miraloma-club-san-francisco,37.74412505,-122.453614,Miraloma Club,,,$,3.5,26,http://www.yelp.com/biz/miraloma-club-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,mayes-oyster-house-san-francisco,37.7883142,-122.4203981,Mayes Oyster House,1:00 PM,0,$$,3,489,http://www.yelp.com/biz/mayes-oyster-house-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,portals-tavern-san-francisco,37.7388199,-122.46758,Portal's Tavern,10:00 AM,0,$,4,53,http://www.yelp.com/biz/portals-tavern-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,kozs-kitchen-san-francisco,37.779331,-122.414589,Koz's Kitchen,,,$,4.5,27,http://www.yelp.com/biz/kozs-kitchen-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,7:00 PM,0,gauntlet-gallery-san-francisco,37.7876587,-122.4182281,Gauntlet Gallery,2:00 PM,0,$$,4.5,6,http://www.yelp.com/biz/gauntlet-gallery-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,8:00 PM,0,fei-kitchen-san-francisco,37.7183334,-122.4743244,Fei Kitchen,11:00 AM,0,$,4,28,http://www.yelp.com/biz/fei-kitchen-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,girls-on-the-run-of-the-bay-area-san-francisco,37.76141,-122.42261,Girls on the Run of the Bay Area,,,None,5,14,http://www.yelp.com/biz/girls-on-the-run-of-the-bay-area-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,erena-shimodas-underwater-photography-san-francisco,37.7877522,-122.4382307,Erena Shimoda's Underwater Photography,,,$$,5,21,http://www.yelp.com/biz/erena-shimodas-underwater-photography-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,6:00 PM,0,mirus-gallery-san-francisco,37.78785034,-122.3973506,Mirus Gallery,10:00 AM,0,None,5,3,http://www.yelp.com/biz/mirus-gallery-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,visual-aid-san-francisco,37.78874588,-122.4030304,Visual Aid,12:00 AM,0,None,5,8,http://www.yelp.com/biz/visual-aid-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,art-smart-san-jose-3,37.3054518,-121.8991404,Art Smart,12:00 AM,0,$$,5,19,http://www.yelp.com/biz/art-smart-san-jose-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,lands-end-san-francisco,37.78650818,-122.5061411,Lands End,,,None,5,295,http://www.yelp.com/biz/lands-end-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:30 PM,0,luisas-pizza-and-pasta-san-francisco,37.79075328,-122.4198662,Luisa's Pizza And Pasta,11:00 AM,0,$$,4,216,http://www.yelp.com/biz/luisas-pizza-and-pasta-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,the-plough-and-stars-san-francisco,37.78326653,-122.4605334,The Plough & Stars,,,$,4,181,http://www.yelp.com/biz/the-plough-and-stars-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,hamlet-san-francisco,37.75183,-122.42714,Hamlet,4:00 PM,0,$$,4,23,http://www.yelp.com/biz/hamlet-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,11:00 PM,0,yield-wine-bar-san-francisco,37.7581558,-122.3886185,Yield Wine Bar,3:00 PM,0,$$,4.5,346,http://www.yelp.com/biz/yield-wine-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,mortys-delicatessen-san-francisco,37.78188,-122.41522,Morty's Delicatessen,12:00 AM,0,$,4,448,http://www.yelp.com/biz/mortys-delicatessen-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,valerie-demattei-gambe-lunghe-dance-san-francisco,37.7623992,-122.4173833,Valerie Demattei - Gambe Lunghe Dance,12:00 AM,0,None,5,4,http://www.yelp.com/biz/valerie-demattei-gambe-lunghe-dance-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,fayala-san-francisco-2,37.78942732,-122.3946451,Fayala,12:00 AM,0,$,5,19,http://www.yelp.com/biz/fayala-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,hoffmanns-grill-and-rotisserie-san-francisco,37.7549706,-122.4235001,Hoffmann's Grill & Rotisserie,5:30 PM,0,$$,4.5,99,http://www.yelp.com/biz/hoffmanns-grill-and-rotisserie-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:30 PM,0,gialina-pizzeria-san-francisco,37.73403324,-122.4340553,Gialina Pizzeria,5:00 PM,0,$$,4,967,http://www.yelp.com/biz/gialina-pizzeria-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,gold-dust-lounge-san-francisco-3,37.807995,-122.415222,Gold Dust Lounge,7:00 AM,0,$,4,162,http://www.yelp.com/biz/gold-dust-lounge-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,earth-wind-and-fire-40th-anniversary-tour-san-francisco,37.77845263,-122.4180412,Earth Wind & Fire 40th Anniversary Tour,,,None,4,1,http://www.yelp.com/biz/earth-wind-and-fire-40th-anniversary-tour-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,mikes-boot-camp-san-francisco,37.761322,-122.425713,Mike's Boot Camp,12:00 AM,0,None,5,22,http://www.yelp.com/biz/mikes-boot-camp-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,10:00 PM,sqwers-izakaya-and-sushi-bar-san-francisco-2,37.7819297,-122.4512143,SQwers Izakaya & Sushi Bar,11:00 AM,5:00 PM,$$,4,158,http://www.yelp.com/biz/sqwers-izakaya-and-sushi-bar-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,emperor-nortons-boozeland-san-francisco,37.78274943,-122.4172371,Emperor Norton's Boozeland,12:00 PM,0,$,4,66,http://www.yelp.com/biz/emperor-nortons-boozeland-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,5:00 PM,0,childrens-creativity-carousel-san-francisco-2,37.7831199,-122.40228,Children's Creativity Carousel,10:00 AM,0,None,4.5,57,http://www.yelp.com/biz/childrens-creativity-carousel-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,the-blue-room-the-embassy-san-francisco,37.79832459,-122.4006348,The Blue Room @ The Embassy,,,None,5,1,http://www.yelp.com/biz/the-blue-room-the-embassy-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,heyday-san-francisco,37.79150137,-122.3929017,Heyday,12:00 AM,0,$$,3.5,130,http://www.yelp.com/biz/heyday-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,8:00 PM,0,mission-edge-cafe-daly-city,37.707859,-122.454673,Mission Edge Cafe,6:00 AM,0,$,4.5,110,http://www.yelp.com/biz/mission-edge-cafe-daly-city?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,san-bruno-mountain-state-park-daly-city,37.69648918,-122.4334145,San Bruno Mountain State Park,,,None,4.5,105,http://www.yelp.com/biz/san-bruno-mountain-state-park-daly-city?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 PM,9:30 PM,miki-restaurant-san-francisco,37.77547,-122.49795,Miki Restaurant,12:00 PM,5:00 PM,$$,4,358,http://www.yelp.com/biz/miki-restaurant-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:30 PM,0,gamine-san-francisco,37.7969867,-122.4359436,Gamine,11:30 AM,0,$$,4,768,http://www.yelp.com/biz/gamine-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,urban-guerrilla-athletics-san-francisco,37.782372,-122.422874,Urban Guerrilla Athletics,12:00 AM,0,None,5,6,http://www.yelp.com/biz/urban-guerrilla-athletics-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,fire-fly-sports-bar-san-francisco,37.7534103,-122.4902115,Fire Fly Sports Bar,5:00 PM,0,$,3.5,83,http://www.yelp.com/biz/fire-fly-sports-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,san-francisco-chamber-orchestra-san-francisco,37.79023743,-122.3980713,San Francisco Chamber Orchestra,,,None,5,25,http://www.yelp.com/biz/san-francisco-chamber-orchestra-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,8:00 PM,0,the-sage-cafe-san-francisco,37.77797319,-122.4222301,The Sage Cafe,10:00 AM,0,$,3.5,62,http://www.yelp.com/biz/the-sage-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,11:30 PM,0,the-tip-san-francisco-2,37.791431,-122.4008081,The Tip,9:00 AM,0,$$$$,4.5,3,http://www.yelp.com/biz/the-tip-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,street-taco-san-francisco,37.76961052,-122.4489016,Street Taco,11:00 AM,0,$,4.5,245,http://www.yelp.com/biz/street-taco-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,0,bayside-cafe-san-francisco,37.71508,-122.39883,Bayside Cafe,5:00 AM,0,$$,4,115,http://www.yelp.com/biz/bayside-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 PM,0,tiffanys-cafe-san-francisco,37.74158478,-122.3876495,Tiffanys Cafe,7:00 AM,0,$,3.5,36,http://www.yelp.com/biz/tiffanys-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:30 PM,0,cha-cha-cha-san-francisco-4,37.769123,-122.452034,Cha Cha Cha,11:30 AM,0,$$,4,2663,http://www.yelp.com/biz/cha-cha-cha-san-francisco-4?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,causwells-san-francisco-5,37.80013427,-122.4419839,Causwells,9:00 AM,0,$$,4.5,348,http://www.yelp.com/biz/causwells-san-francisco-5?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,6:00 PM,0,tyler-florence-rotisserie-san-francisco,37.61667901,-122.3861504,Tyler Florence Rotisserie,11:00 AM,0,$$,4,72,http://www.yelp.com/biz/tyler-florence-rotisserie-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,1:00 PM,0,burn-san-francisco,37.756226,-122.420692,Burn,8:00 AM,0,None,4.5,116,http://www.yelp.com/biz/burn-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,grandmas-saloon-san-francisco,37.7432299,-122.47704,Grandma's Saloon,11:30 AM,0,$,3.5,55,http://www.yelp.com/biz/grandmas-saloon-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,2:30 PM,0,giggling-lotus-yoga-san-francisco,37.76007414,-122.3883639,Giggling Lotus Yoga,8:30 AM,0,None,5,39,http://www.yelp.com/biz/giggling-lotus-yoga-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,3:00 PM,0,adventure-out-santa-cruz,37.06,-122.16,Adventure Out,9:00 AM,0,None,4.5,80,http://www.yelp.com/biz/adventure-out-santa-cruz?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,0,carmelinas-taqueria-san-francisco,37.763811,-122.45793,Carmelina's Taqueria,10:00 AM,0,$,3,55,http://www.yelp.com/biz/carmelinas-taqueria-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,napoles-ballet-company-san-francisco-2,37.78164673,-122.4536438,Napoles Ballet Company,,,None,5,1,http://www.yelp.com/biz/napoles-ballet-company-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,eatsa-san-francisco-2,37.79239655,-122.393631,Eatsa,12:00 AM,0,$,4,195,http://www.yelp.com/biz/eatsa-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,2:00 PM,0,laura-guest-san-francisco,37.7880707,-122.420311,Laura Guest,10:00 AM,0,None,5,5,http://www.yelp.com/biz/laura-guest-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,mini-bar-sf-san-francisco,37.7773285,-122.438652,Mini Bar SF,2:00 PM,0,$$,4,211,http://www.yelp.com/biz/mini-bar-sf-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,sanjay-patels-exhibit-san-francisco,37.77939224,-122.4179306,Sanjay Patel's Exhibit,,,None,5,1,http://www.yelp.com/biz/sanjay-patels-exhibit-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,10:00 PM,0,embarcadero-center-cinema-san-francisco,37.79498281,-122.3992717,Embarcadero Center Cinema,11:30 AM,0,None,4,436,http://www.yelp.com/biz/embarcadero-center-cinema-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,the-hatha-yoga-studio-san-francisco,37.7908096,-122.4200821,The Hatha Yoga Studio,,,None,4.5,11,http://www.yelp.com/biz/the-hatha-yoga-studio-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,5:00 PM,0,the-sandwich-spot-san-francisco-2,37.79970365,-122.4395767,The Sandwich Spot,10:00 AM,0,$,4,486,http://www.yelp.com/biz/the-sandwich-spot-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,1:00 AM,0,scotland-yard-san-francisco,37.7997005,-122.440919,Scotland Yard,10:30 AM,0,$$,4,64,http://www.yelp.com/biz/scotland-yard-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,2:00 PM,0,eskabo-daan-san-francisco,37.79041294,-122.4206493,Eskabo Daan,11:00 AM,0,None,5,19,http://www.yelp.com/biz/eskabo-daan-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,john-mclaren-park-san-francisco,37.71823972,-122.4142002,John McLaren Park,,,None,4,109,http://www.yelp.com/biz/john-mclaren-park-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-four-deuces-san-francisco,37.74212265,-122.491127,The Four Deuces,9:30 AM,0,$,4,77,http://www.yelp.com/biz/the-four-deuces-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:30 PM,0,le-ptit-laurent-san-francisco-2,37.73436182,-122.433788,Le P'tit Laurent,5:30 PM,0,$$,4,581,http://www.yelp.com/biz/le-ptit-laurent-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,ian-ross-gallery-san-francisco,37.7789612,-122.3959427,Ian Ross Gallery,,,$$,5,6,http://www.yelp.com/biz/ian-ross-gallery-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 AM,0,zoes-san-francisco,37.75270844,-122.4137878,Zoe's,10:00 AM,0,$$,4,135,http://www.yelp.com/biz/zoes-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,bay-area-expeditions-san-francisco,37.7718334,-122.4308523,Bay Area Expeditions,12:00 AM,0,None,4.5,25,http://www.yelp.com/biz/bay-area-expeditions-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-milk-bar-san-francisco,37.76951599,-122.4525909,The Milk Bar,1:00 PM,0,$$,3,408,http://www.yelp.com/biz/the-milk-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,7:00 PM,0,a-taste-of-chicago-san-francisco,37.8164825,-122.371521,A Taste of Chicago,10:00 AM,0,None,4.5,5,http://www.yelp.com/biz/a-taste-of-chicago-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,9:00 PM,0,puzzle-break-san-francisco-san-francisco,37.797539,-122.406799,Puzzle Break San Francisco,2:00 PM,0,None,5,10,http://www.yelp.com/biz/puzzle-break-san-francisco-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,todd-fitness-san-francisco,37.76959229,-122.4069824,Todd Fitness,12:00 AM,0,None,5,12,http://www.yelp.com/biz/todd-fitness-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,amos-goldbaum-san-francisco-2,37.79387,-122.39486,Amos Goldbaum,12:00 AM,0,$,5,6,http://www.yelp.com/biz/amos-goldbaum-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,casting360-san-francisco-2,37.79080085,-122.3932622,Casting360,,,None,1.5,6,http://www.yelp.com/biz/casting360-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,organic-garden-san-francisco,37.779365,-122.418815,Organic Garden,,,None,5,2,http://www.yelp.com/biz/organic-garden-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,dj-dave-gillis-san-francisco,37.77933,-122.4204,DJ Dave Gillis,2:00 PM,0,None,4.5,2,http://www.yelp.com/biz/dj-dave-gillis-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,ompower-san-francisco,37.78113484,-122.389943,OMpower,,,None,4,66,http://www.yelp.com/biz/ompower-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,1:00 PM,0,laura-genoway-inner-illumination-san-anselmo-2,37.9746458,-122.5616448,Laura Genoway - Inner Illumination,9:30 AM,0,None,5,3,http://www.yelp.com/biz/laura-genoway-inner-illumination-san-anselmo-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 AM,0,spaghetti-brothers-san-francisco-3,37.79946,-122.44123,Spaghetti Brothers,4:30 PM,0,$$,4.5,36,http://www.yelp.com/biz/spaghetti-brothers-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,union-square-park-san-francisco-2,37.78786142,-122.4076294,Union Square Park,6:00 AM,0,None,4,428,http://www.yelp.com/biz/union-square-park-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,burning-opera-san-francisco,37.77711868,-122.4196396,Burning Opera,,,None,4.5,6,http://www.yelp.com/biz/burning-opera-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,11:30 PM,0,the-vogue-theatre-san-francisco,37.78845215,-122.4467239,The Vogue Theatre,1:00 PM,0,None,4,64,http://www.yelp.com/biz/the-vogue-theatre-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,pat-albano-cpt-san-francisco-2,37.77933,-122.4204,"Pat Albano, CPT",,,None,5,11,http://www.yelp.com/biz/pat-albano-cpt-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,5:00 PM,0,arthaus-san-francisco,37.7797318,-122.3944778,Arthaus,12:00 PM,0,$$,5,15,http://www.yelp.com/biz/arthaus-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,united-barbell-crossfit-soma-san-francisco-2,37.7775899,-122.3953955,United Barbell - CrossFit SOMA,,,None,4.5,19,http://www.yelp.com/biz/united-barbell-crossfit-soma-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,paprika-san-francisco,37.752362,-122.419099,Paprika,12:00 PM,0,$$,4.5,204,http://www.yelp.com/biz/paprika-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
